ICD9,HCC,HCC.PACE.ESRD,Description
80125,154,166,Cl skl base fx-deep coma
80126,155,167,Cl skul base fx-coma NOS
80129,155,167,Cl skull base fx-concuss
80130,155,167,Cl skull base fx/hem NEC
80131,155,167,Cl skul base fx w/o coma
80132,155,167,Cl skul base fx-brf coma
80133,154,166,Cl skul base fx-mod coma
80134,154,166,Cl skl base fx-prol coma
80135,154,166,Cl skl base fx-deep coma
80136,155,167,Cl skul base fx-coma NOS
80139,155,167,Cl skull base fx-concuss
80140,155,167,Cl sk base fx/br inj NEC
80141,155,167,Cl skul base fx w/o coma
80142,155,167,Cl skul base fx-brf coma
80143,154,166,Cl skul base fx-mod coma
80144,154,166,Cl skl base fx-prol coma
80145,154,166,Cl skl base fx-deep coma
80146,155,167,Cl skul base fx-coma NOS
80149,155,167,Cl skull base fx-concuss
80150,155,167,Open skull base fracture
80151,155,167,Opn skl base fx w/o coma
80152,155,167,Opn skl base fx-brf coma
80153,154,166,Opn skl base fx-mod coma
80154,154,166,Op skl base fx-prol coma
80155,154,166,Op skl base fx-deep coma
80156,155,167,Opn skl base fx-coma NOS
80159,155,167,Opn skul base fx-concuss
80160,155,167,Op skl base fx/cereb lac
80161,155,167,Opn skl base fx w/o coma
80162,155,167,Opn skl base fx-brf coma
80163,154,166,Opn skl base fx-mod coma
80164,154,166,Op skl base fx-prol coma
80165,154,166,Op skl base fx-deep coma
80166,155,167,Opn skl base fx-coma NOS
80169,155,167,Opn skul base fx-concuss
80170,155,167,Op skl base fx/menin hem
80171,155,167,Opn skl base fx w/o coma
80172,155,167,Opn skl base fx-brf coma
80173,154,166,Opn skl base fx-mod coma
80174,154,166,Op skl base fx-prol coma
80175,154,166,Op skl base fx-deep coma
80176,155,167,Opn skl base fx-coma NOS
80179,155,167,Opn skul base fx-concuss
80180,155,167,Opn skul base fx/hem NEC
80181,155,167,Opn skl base fx w/o coma
80182,155,167,Opn skl base fx-brf coma
80183,154,166,Opn skl base fx-mod coma
80184,154,166,Op skl base fx-prol coma
80185,154,166,Op skl base fx-deep coma
80186,155,167,Opn skl base fx-coma NOS
80189,155,167,Opn skul base fx-concuss
80190,155,167,Op sk base fx/br inj NEC
80191,155,167,Op skul base fx w/o coma
80192,155,167,Opn skl base fx-brf coma
80193,154,166,Opn skl base fx-mod coma
80194,154,166,Op skl base fx-prol coma
80195,154,166,Op skl base fx-deep coma
80196,155,167,Opn skl base fx-coma NOS
80199,155,167,Opn skul base fx-concuss
80220,155,167,Mandible fx NOS-closed 
80221,155,167,Fx condyl proc mandib-cl
80222,155,167,Subcondylar fx mandib-cl
80223,155,167,Fx coron proc mandib-cl 
80224,155,167,Fx ramus NOS-closed 
80225,155,167,Fx angle of jaw-closed 
80226,155,167,Fx symphy mandib body-cl
80227,155,167,Fx alveolar bord mand-cl
80228,155,167,Fx mandible body NEC-cl 
80229,155,167,Mult fx mandible-closed 
80230,155,167,Mandible fx NOS-open 
80231,155,167,Fx condyl proc mand-open
80232,155,167,Subcondyl fx mandib-open
80233,155,167,Fx coron proc mandib-opn
80234,155,167,Fx ramus NOS-open 
80235,155,167,Fx angle of jaw-open 
80236,155,167,Fx symphy mandib bdy-opn
80237,155,167,Fx alv bord mand bdy-opn
80238,155,167,Fx mandible body NEC-opn
80239,155,167,Mult fx mandible-open 
8024 ,155,167,Fx malar/maxillary-close
8025 ,155,167,Fx malar/maxillary-open 
8026 ,155,167,Fx orbital floor-closed 
8027 ,155,167,Fx orbital floor-open 
8028 ,155,167,Fx facial bone NEC-close
8029 ,155,167,Fx facial bone NEC-open 
80300,155,167,Close skull fracture NEC
80301,155,167,Cl skull fx NEC w/o coma
80302,155,167,Cl skull fx NEC-brf coma
80303,154,166,Cl skull fx NEC-mod coma
80304,154,166,Cl skl fx NEC-proln coma
80305,154,166,Cl skul fx NEC-deep coma
80306,155,167,Cl skull fx NEC-coma NOS
80309,155,167,Cl skull fx NEC-concuss 
80310,155,167,Cl skl fx NEC/cerebr lac
80311,155,167,Cl skull fx NEC w/o coma
80312,155,167,Cl skull fx NEC-brf coma
80313,154,166,Cl skull fx NEC-mod coma
80314,154,166,Cl skl fx NEC-proln coma
80315,154,166,Cl skul fx NEC-deep coma
80316,155,167,Cl skull fx NEC-coma NOS
80319,155,167,Cl skull fx NEC-concuss 
80320,155,167,Cl skl fx NEC/mening hem
80321,155,167,Cl skull fx NEC w/o coma
80322,155,167,Cl skull fx NEC-brf coma
80323,154,166,Cl skull fx NEC-mod coma
80324,154,166,Cl skl fx NEC-proln coma
80325,154,166,Cl skul fx NEC-deep coma
80326,155,167,Cl skull fx NEC-coma NOS
80329,155,167,Cl skull fx NEC-concuss 
80330,155,167,Cl skull fx NEC/hem NEC 
80331,155,167,Cl skull fx NEC w/o coma
80332,155,167,Cl skull fx NEC-brf coma
80333,154,166,Cl skull fx NEC-mod coma
80334,154,166,Cl skl fx NEC-proln coma
80335,154,166,Cl skul fx NEC-deep coma
80336,155,167,Cl skull fx NEC-coma NOS
80339,155,167,Cl skull fx NEC-concuss 
80340,155,167,Cl skl fx NEC/br inj NEC
80341,155,167,Cl skull fx NEC w/o coma
80342,155,167,Cl skull fx NEC-brf coma
80343,154,166,Cl skull fx NEC-mod coma
80344,154,166,Cl skl fx NEC-proln coma
80345,154,166,Cl skul fx NEC-deep coma
80346,155,167,Cl skull fx NEC-coma NOS
80349,155,167,Cl skull fx NEC-concuss 
80350,155,167,Open skull fracture NEC 
80351,155,167,Opn skul fx NEC w/o coma
80352,155,167,Opn skul fx NEC-brf coma
80353,154,166,Opn skul fx NEC-mod coma
80354,154,166,Opn skl fx NEC-prol coma
80355,154,166,Opn skl fx NEC-deep coma
80356,155,167,Opn skul fx NEC-coma NOS
80359,155,167,Opn skull fx NEC-concuss
80360,155,167,Opn skl fx NEC/cereb lac
80361,155,167,Opn skul fx NEC w/o coma
80362,155,167,Opn skul fx NEC-brf coma
80363,154,166,Opn skul fx NEC-mod coma
80364,154,166,Opn skl fx NEC-proln com
80365,154,166,Opn skl fx NEC-deep coma
80366,155,167,Opn skul fx NEC-coma NOS
80369,155,167,Opn skull fx NEC-concuss
80370,155,167,Opn skl fx NEC/menin hem
80371,155,167,Opn skul fx NEC w/o coma
80372,155,167,Opn skul fx NEC-brf coma
80373,154,166,Opn skul fx NEC-mod coma
80374,154,166,Opn skl fx NEC-prol coma
80375,154,166,Opn skl fx NEC-deep coma
80376,155,167,Opn skul fx NEC-coma NOS
80379,155,167,Opn skull fx NEC-concuss
80380,155,167,Opn skull fx NEC/hem NEC
80381,155,167,Opn skul fx NEC w/o coma
80382,155,167,Opn skul fx NEC-brf coma
80383,154,166,Opn skul fx NEC-mod coma
80384,154,166,Opn skl fx NEC-prol coma
80385,154,166,Opn skl fx NEC-deep coma
80386,155,167,Opn skul fx NEC-coma NOS
80389,155,167,Opn skull fx NEC-concuss
80390,155,167,Op skl fx NEC/br inj NEC
80391,155,167,Opn skul fx NEC w/o coma
80392,155,167,Opn skul fx NEC-brf coma
80393,154,166,Opn skul fx NEC-mod coma
80394,154,166,Opn skl fx NEC-prol coma
80395,154,166,Opn skl fx NEC-deep coma
80396,155,167,Opn skul fx NEC-coma NOS
80399,155,167,Opn skull fx NEC-concuss
80400,155,167,Cl skul fx w oth bone fx
80401,155,167,Cl skl w oth fx w/o coma
80402,155,167,Cl skl w oth fx-brf coma
80403,154,166,Cl skl w oth fx-mod coma
80404,154,166,Cl skl/oth fx-proln coma
80405,154,166,Cl skul/oth fx-deep coma
80406,155,167,Cl skl w oth fx-coma NOS
80409,155,167,Cl skul w oth fx-concuss
80410,155,167,Cl sk w oth fx/cereb lac
80411,155,167,Cl skl w oth fx w/o coma
80412,155,167,Cl skl w oth fx-brf coma
80413,154,166,Cl skl w oth fx-mod coma
80414,154,166,Cl skl/oth fx-proln coma
80415,154,166,Cl skul/oth fx-deep coma
80416,155,167,Cl skl w oth fx-coma NOS
80419,155,167,Cl skul w oth fx-concuss
80420,155,167,Cl skl/oth fx/mening hem
80421,155,167,Cl skl w oth fx w/o coma
80422,155,167,Cl skl w oth fx-brf coma
80423,154,166,Cl skl w oth fx-mod coma
80424,154,166,Cl skl/oth fx-proln coma
80425,154,166,Cl skul/oth fx-deep coma
80426,155,167,Cl skl w oth fx-coma NOS
80429,155,167,Cl skul w oth fx-concuss
80430,155,167,Cl skul w oth fx/hem NEC
80431,155,167,Cl skl w oth fx w/o coma
80432,155,167,Cl skl w oth fx-brf coma
80433,154,166,Cl skl w oth fx-mod coma
80434,154,166,Cl skl/oth fx-proln coma
80435,154,166,Cl skul/oth fx-deep coma
80436,155,167,Cl skl w oth fx-coma NOS
80439,155,167,Cl skul w oth fx-concuss
80440,155,167,Cl skl/oth fx/br inj NEC
80441,155,167,Cl skl w oth fx w/o coma
80442,155,167,Cl skl w oth fx-brf coma
80443,154,166,Cl skl w oth fx-mod coma
80444,154,166,Cl skl/oth fx-proln coma
80445,154,166,Cl skul/oth fx-deep coma
80446,155,167,Cl skl w oth fx-coma NOS
80449,155,167,Cl skul w oth fx-concuss
80450,155,167,Opn skull fx/oth bone fx
80451,155,167,Opn skul/oth fx w/o coma
80452,155,167,Opn skul/oth fx-brf coma
80453,154,166,Opn skul/oth fx-mod coma
80454,154,166,Opn skl/oth fx-prol coma
80455,154,166,Opn skl/oth fx-deep coma
80456,155,167,Opn skul/oth fx-coma NOS
80459,155,167,Opn skull/oth fx-concuss
80460,155,167,Opn skl/oth fx/cereb lac
80461,155,167,Opn skul/oth fx w/o coma
80462,155,167,Opn skul/oth fx-brf coma
80463,154,166,Opn skul/oth fx-mod coma
80464,154,166,Opn skl/oth fx-prol coma
80465,154,166,Opn skl/oth fx-deep coma
80466,155,167,Opn skul/oth fx-coma NOS
80469,155,167,Opn skull/oth fx-concuss
80470,155,167,Opn skl/oth fx/menin hem
80471,155,167,Opn skul/oth fx w/o coma
80472,155,167,Opn skul/oth fx-brf coma
80473,154,166,Opn skul/oth fx-mod coma
80474,154,166,Opn skl/oth fx-prol coma
80475,154,166,Opn skl/oth fx-deep coma
80476,155,167,Opn skul/oth fx-coma NOS
80479,155,167,Opn skull/oth fx-concuss
80480,155,167,Opn skl w oth fx/hem NEC
80481,155,167,Opn skul/oth fx w/o coma
80482,155,167,Opn skul/oth fx-brf coma
80483,154,166,Opn skul/oth fx-mod coma
80484,154,166,Opn skl/oth fx-prol coma
80485,154,166,Opn skl/oth fx-deep coma
80486,155,167,Opn skul/oth fx-coma NOS
80489,155,167,Opn skull/oth fx-concuss
80490,155,167,Op skl/oth fx/br inj NEC
80491,155,167,Opn skul/oth fx w/o coma
80492,155,167,Opn skul/oth fx-brf coma
80493,154,166,Opn skul/oth fx-mod coma
80494,154,166,Opn skl/oth fx-prol coma
80495,154,166,Opn skl/oth fx-deep coma
80496,155,167,Opn skul/oth fx-coma NOS
80499,155,167,Opn skull/oth fx-concuss
80500,157,169,Fx cervical vert NOS-cl 
80501,157,169,Fx c1 vertebra-closed 
80502,157,169,Fx c2 vertebra-closed 
80503,157,169,Fx c3 vertebra-closed 
80504,157,169,Fx c4 vertebra-closed 
80505,157,169,Fx c5 vertebra-closed 
80506,157,169,Fx c6 vertebra-closed 
80507,157,169,Fx c7 vertebra-closed 
80508,157,169,Fx mult cervical vert-cl
80510,157,169,Fx cervical vert NOS-opn
80511,157,169,Fx c1 vertebra-open 
80512,157,169,Fx c2 vertebra-open 
80513,157,169,Fx c3 vertebra-open 
80514,157,169,Fx c4 vertebra-open 
80515,157,169,Fx c5 vertebra-open 
80516,157,169,Fx c6 vertebra-open 
80517,157,169,Fx c7 vertebra-open 
80518,157,169,Fx mlt cervical vert-opn
8052 ,157,169,Fx dorsal vertebra-close
8053 ,157,169,Fx dorsal vertebra-open 
8054 ,157,169,Fx lumbar vertebra-close
8055 ,157,169,Fx lumbar vertebra-open 
8056 ,157,169,Fx sacrum/coccyx-closed 
8057 ,157,169,Fx sacrum/coccyx-open 
8058 ,157,169,Vertebral fx NOS-closed 
8059 ,157,169,Vertebral fx NOS-open 
80600,69,72,C1-c4 fx-cl/cord inj NOS
80601,67,70,C1-c4 fx-cl/com cord les
80602,69,72,C1-c4 fx-cl/ant cord syn
80603,69,72,C1-c4 fx-cl/cen cord syn
80604,69,72,C1-c4 fx-cl/cord inj NEC
80605,69,72,C5-c7 fx-cl/cord inj NOS
80606,67,70,C5-c7 fx-cl/com cord les
80607,69,72,C5-c7 fx-cl/ant cord syn
80608,69,72,C5-c7 fx-cl/cen cord syn
80609,69,72,C5-c7 fx-cl/cord inj NEC
80610,69,72,C1-c4 fx-op/cord inj NOS
80611,67,70,C1-c4 fx-op/com cord les
80612,69,72,C1-c4 fx-op/ant cord syn
80613,69,72,C1-c4 fx-op/cen cord syn
80614,69,72,C1-c4 fx-op/cord inj NEC
80615,69,72,C5-c7 fx-op/cord inj NOS
80616,67,70,C5-c7 fx-op/com cord les
80617,69,72,C5-c7 fx-op/ant cord syn
80618,69,72,C5-c7 fx-op/cen cord syn
80619,69,72,C5-c7 fx-op/cord inj NEC
80620,69,72,T1-t6 fx-cl/cord inj NOS
80621,68,71,T1-t6 fx-cl/com cord les
80622,69,72,T1-t6 fx-cl/ant cord syn
80623,69,72,T1-t6 fx-cl/cen cord syn
80624,69,72,T1-t6 fx-cl/cord inj NEC
80625,69,72,T7-t12 fx-cl/crd inj NOS
80626,68,71,T7-t12 fx-cl/com crd les
80627,69,72,T7-t12 fx-cl/ant crd syn
80628,69,72,T7-t12 fx-cl/cen crd syn
80629,69,72,T7-t12 fx-cl/crd inj NEC
80630,69,72,T1-t6 fx-op/cord inj NOS
80631,68,71,T1-t6 fx-op/com cord les
80632,69,72,T1-t6 fx-op/ant cord syn
80633,69,72,T1-t6 fx-op/cen cord syn
80634,69,72,T1-t6 fx-op/cord inj NEC
80635,69,72,T7-t12 fx-op/crd inj NOS
80636,68,71,T7-t12 fx-op/com crd les
80637,69,72,T7-t12 fx-op/ant crd syn
80638,69,72,T7-t12 fx-op/cen crd syn
80639,69,72,T7-t12 fx-op/crd inj NEC
8064 ,69,72,Cl lumbar fx w cord inj 
8065 ,69,72,Opn lumbar fx w cord inj
80660,69,72,Fx sacrum-cl/crd inj NOS
80661,69,72,Fx sacr-cl/cauda equ les
80662,69,72,Fx sacr-cl/cauda inj NEC
80669,69,72,Fx sacrum-cl/crd inj NEC
80670,69,72,Fx sacrum-op/crd inj NOS
80671,69,72,Fx sacr-op/cauda equ les
80672,69,72,Fx sacr-op/cauda inj NEC
80679,69,72,Fx sacrum-op/crd inj NEC
8068 ,69,72,Vert fx NOS-cl w crd inj
8069 ,69,72,Vert fx NOS-op w crd inj
8080 ,158,170,Fracture acetabulum-clos
8081 ,158,170,Fracture acetabulum-open
8082 ,158,170,Fracture of pubis-closed
8083 ,158,170,Fracture of pubis-open 
80841,158,170,Fracture of ilium-closed
80842,158,170,Fracture ischium-closed 
80843,158,170,Pelv fx-clos/pelv disrup
80844,158,170,Pelv fx-cl w/o plv disrp
80849,158,170,Pelvic fracture NEC-clos
80851,158,170,Fracture of ilium-open 
80852,158,170,Fracture of ischium-open
80853,158,170,Pelv fx-open/pelv disrup
80854,158,170,Pelv fx-opn w/o pelv dis
80859,158,170,Pelvic fracture NEC-open
8088 ,158,170,Pelvic fracture NOS-clos
8089 ,158,170,Pelvic fracture NOS-open
82000,158,170,Fx femur intrcaps NOS-cl
82001,158,170,Fx up femur epiphy-clos 
82002,158,170,"Fx femur, midcervic-clos"
82003,158,170,Fx base femoral nck-clos
82009,158,170,Fx femur intrcaps NEC-cl
82010,158,170,Fx femur intrcap NOS-opn
82011,158,170,Fx up femur epiphy-open 
82012,158,170,"Fx femur, midcervic-open"
82013,158,170,Fx base femoral nck-open
82019,158,170,Fx femur intrcap NEC-opn
82020,158,170,Trochanteric fx NOS-clos
82021,158,170,Intertrochanteric fx-cl 
82022,158,170,Subtrochanteric fx-close
82030,158,170,Trochanteric fx NOS-open
82031,158,170,Intertrochanteric fx-opn
82032,158,170,Subtrochanteric fx-open 
8208 ,158,170,Fx neck of femur NOS-cl 
8209 ,158,170,Fx neck of femur NOS-opn
82100,158,170,Fx femur NOS-closed 
82101,158,170,Fx femur shaft-closed 
82110,158,170,Fx femur NOS-open 
82111,158,170,Fx femur shaft-open 
82120,158,170,Fx low end femur NOS-cl 
82121,158,170,Fx femoral condyle-close
82122,158,170,Fx low femur epiphy-clos
82123,158,170,Supracondyl fx femur-cl 
82129,158,170,Fx low end femur NEC-cl 
82130,158,170,Fx low end femur NOS-opn
82131,158,170,Fx femoral condyle-open 
82132,158,170,Fx low femur epiphy-open
82133,158,170,Supracondyl fx femur-opn
82139,158,170,Fx low end femur NEC-opn
83500,158,170,Dislocat hip NOS-closed 
83501,158,170,Posterior disloc hip-cl 
83502,158,170,Obturator disloc hip-cl 
83503,158,170,Ant disloc hip NEC-clos 
83510,158,170,Dislocation hip NOS-open
83511,158,170,Posterior disloc hip-opn
83512,158,170,Obturator disloc hip-opn
83513,158,170,Ant disloc hip NEC-open 
8502 ,155,167,Concussion-moderate coma
8503 ,155,167,Concussion-prolong coma 
8504 ,155,167,Concussion-deep coma 
85100,155,167,Cerebral cortx contusion
85101,155,167,Cortex contusion-no coma
85102,155,167,Cortex contus-brief coma
85103,154,166,Cortex contus-mod coma 
85104,154,166,Cortx contus-prolng coma
85105,154,166,Cortex contus-deep coma 
85106,155,167,Cortex contus-coma NOS 
85109,155,167,Cortex contus-concus NOS
85110,155,167,Cortex contusion/opn wnd
85111,155,167,Opn cortx contus-no coma
85112,155,167,Opn cort contus-brf coma
85113,154,166,Opn cort contus-mod coma
85114,154,166,Opn cort contu-prol coma
85115,154,166,Opn cort contu-deep coma
85116,155,167,Opn cort contus-coma NOS
85119,155,167,Opn cortx contus-concuss
85120,155,167,Cerebral cortex lacerat 
85121,155,167,Cortex lacerat w/o coma 
85122,155,167,Cortex lacera-brief coma
85123,154,166,Cortex lacerat-mod coma 
85124,154,166,Cortex lacerat-prol coma
85125,154,166,Cortex lacerat-deep coma
85126,155,167,Cortex lacerat-coma NOS 
85129,155,167,Cortex lacerat-concuss 
85130,155,167,Cortex lacer w opn wound
85131,155,167,Opn cortex lacer-no coma
85132,155,167,Opn cortx lac-brief coma
85133,154,166,Opn cortx lacer-mod coma
85134,154,166,Opn cortx lac-proln coma
85135,154,166,Opn cortex lac-deep coma
85136,155,167,Opn cortx lacer-coma NOS
85139,155,167,Opn cortx lacer-concuss 
85140,155,167,Cerebel/brain stm contus
85141,155,167,Cerebell contus w/o coma
85142,155,167,Cerebell contus-brf coma
85143,154,166,Cerebell contus-mod coma
85144,154,166,Cerebel contus-prol coma
85145,154,166,Cerebel contus-deep coma
85146,155,167,Cerebell contus-coma NOS
85149,155,167,Cerebell contus-concuss 
85150,155,167,Cerebel contus w opn wnd
85151,155,167,Opn cerebe cont w/o coma
85152,155,167,Opn cerebe cont-brf coma
85153,154,166,Opn cerebe cont-mod coma
85154,154,166,Opn cerebe cont-prol com
85155,154,166,Opn cerebe cont-deep com
85156,155,167,Opn cerebe cont-coma NOS
85159,155,167,Opn cerebel cont-concuss
85160,155,167,Cerebel/brain stem lacer
85161,155,167,Cerebel lacerat w/o coma
85162,155,167,Cerebel lacer-brief coma
85163,154,166,Cerebel lacerat-mod coma
85164,154,166,Cerebel lacer-proln coma
85165,154,166,Cerebell lacer-deep coma
85166,155,167,Cerebel lacerat-coma NOS
85169,155,167,Cerebel lacer-concussion
85170,155,167,Cerebel lacer w open wnd
85171,155,167,Opn cerebel lac w/o coma
85172,155,167,Opn cerebel lac-brf coma
85173,154,166,Opn cerebel lac-mod coma
85174,154,166,Opn cerebe lac-prol coma
85175,154,166,Opn cerebe lac-deep coma
85176,155,167,Opn cerebel lac-coma NOS
85179,155,167,Opn cerebell lac-concuss
85180,155,167,Brain laceration NEC 
85181,155,167,Brain lacer NEC w/o coma
85182,155,167,Brain lac NEC-brief coma
85183,154,166,Brain lacer NEC-mod coma
85184,154,166,Brain lac NEC-proln coma
85185,154,166,Brain lac NEC-deep coma 
85186,155,167,Brain lacer NEC-coma NOS
85189,155,167,Brain lacer NEC-concuss 
85190,155,167,Brain lac NEC w open wnd
85191,155,167,Opn brain lacer w/o coma
85192,155,167,Opn brain lac-brief coma
85193,154,166,Opn brain lacer-mod coma
85194,154,166,Opn brain lac-proln coma
85195,154,166,Open brain lac-deep coma
85196,155,167,Opn brain lacer-coma NOS
85199,155,167,Open brain lacer-concuss
85200,155,167,Traum subarachnoid hem 
85201,155,167,Subarachnoid hem-no coma
85202,155,167,Subarach hem-brief coma 
85203,154,166,Subarach hem-mod coma 
85204,154,166,Subarach hem-prolng coma
85205,154,166,Subarach hem-deep coma 
85206,155,167,Subarach hem-coma NOS 
85209,155,167,Subarach hem-concussion 
85210,155,167,Subarach hem w opn wound
85211,155,167,Opn subarach hem-no coma
85212,155,167,Op subarach hem-brf coma
85213,154,166,Op subarach hem-mod coma
85214,154,166,Op subarach hem-prol com
85215,154,166,Op subarach hem-deep com
85216,155,167,Op subarach hem-coma NOS
85219,155,167,Opn subarach hem-concuss
85220,155,167,Traumatic subdural hem 
85221,155,167,Subdural hem w/o coma 
85222,155,167,Subdural hem-brief coma 
85223,154,166,Subdural hemorr-mod coma
85224,154,166,Subdural hem-prolng coma
85225,154,166,Subdural hem-deep coma 
85226,155,167,Subdural hemorr-coma NOS
85229,155,167,Subdural hem-concussion 
85230,155,167,Subdural hem w opn wound
85231,155,167,Open subdur hem w/o coma
85232,155,167,Opn subdur hem-brf coma 
85233,154,166,Opn subdur hem-mod coma 
85234,154,166,Opn subdur hem-prol coma
85235,154,166,Opn subdur hem-deep coma
85236,155,167,Opn subdur hem-coma NOS 
85239,155,167,Opn subdur hem-concuss 
85240,155,167,Traumatic extradural hem
85241,155,167,Extradural hem w/o coma 
85242,155,167,Extradur hem-brief coma 
85243,154,166,Extradural hem-mod coma 
85244,154,166,Extradur hem-proln coma 
85245,154,166,Extradural hem-deep coma
85246,155,167,Extradural hem-coma NOS 
85249,155,167,Extadural hem-concuss 
85250,155,167,Extradural hem w opn wnd
85251,155,167,Extradural hemor-no coma
85252,155,167,Extradur hem-brief coma 
85253,154,166,Extradural hem-mod coma 
85254,154,166,Extradur hem-proln coma 
85255,154,166,Extradur hem-deep coma 
85256,155,167,Extradural hem-coma NOS 
85259,155,167,Extradural hem-concuss 
85300,155,167,Traumatic brain hem NEC 
85301,155,167,Brain hem NEC w/o coma 
85302,155,167,Brain hem NEC-brief coma
85303,154,166,Brain hem NEC-mod coma 
85304,154,166,Brain hem NEC-proln coma
85305,154,166,Brain hem NEC-deep coma 
85306,155,167,Brain hem NEC-coma NOS 
85309,155,167,Brain hem NEC-concussion
85310,155,167,Brain hem NEC w opn wnd 
85311,155,167,Brain hem opn w/o coma 
85312,155,167,Brain hem opn-brf coma 
85313,154,166,Brain hem open-mod coma 
85314,154,166,Brain hem opn-proln coma
85315,154,166,Brain hem open-deep coma
85316,155,167,Brain hem open-coma NOS 
85319,155,167,Brain hem opn-concussion
85400,155,167,Brain injury NEC 
85401,155,167,Brain injury NEC-no coma
85402,155,167,Brain inj NEC-brief coma
85403,154,166,Brain inj NEC-mod coma 
85404,154,166,Brain inj NEC-proln coma
85405,154,166,Brain inj NEC-deep coma 
85406,155,167,Brain inj NEC-coma NOS 
85409,155,167,Brain inj NEC-concussion
85410,155,167,Brain injury w opn wnd 
85411,155,167,Opn brain inj w/o coma 
85412,155,167,Opn brain inj-brief coma
85413,154,166,Opn brain inj-mod coma 
85414,154,166,Opn brain inj-proln coma
85415,154,166,Opn brain inj-deep coma 
85416,155,167,Open brain inj-coma NOS 
85419,155,167,Opn brain inj-concussion
8870 ,161,173,"Amput below elb, unilat "
8871 ,161,173,"Amp below elb, unil-comp"
8872 ,161,173,"Amput abv elbow, unilat "
8873 ,161,173,"Amput abv elb, unil-comp"
8874 ,161,173,"Amputat arm, unilat NOS "
8875 ,161,173,"Amput arm, unil NOS-comp"
8876 ,161,173,"Amputation arm, bilat "
8877 ,161,173,"Amputat arm, bilat-compl"
8950 ,161,173,Amputation toe 
8951 ,161,173,Amputation toe-complicat
8960 ,161,173,"Amputation foot, unilat "
8961 ,161,173,"Amput foot, unilat-compl"
8962 ,161,173,"Amputation foot, bilat "
8963 ,161,173,"Amputat foot, bilat-comp"
8970 ,161,173,"Amput below knee, unilat"
8971 ,161,173,"Amputat bk, unilat-compl"
8972 ,161,173,"Amput above knee, unilat"
8973 ,161,173,"Amput abv kn, unil-compl"
8974 ,161,173,"Amputat leg, unilat NOS "
8975 ,161,173,"Amput leg, unil NOS-comp"
8976 ,161,173,"Amputation leg, bilat "
8977 ,161,173,"Amputat leg, bilat-compl"
9050 ,155,167,Late effec skull/face fx
9059 ,177,189,Late eff traumat amputat
9070 ,155,167,Lt eff intracranial inj 
9072 ,69,72,Late eff spinal cord inj
94811,150,162,10-19% bdy brn/10-19% 3d
94821,150,162,20-29% bdy brn/10-19% 3d
94822,150,162,20-29% bdy brn/20-29% 3d
94831,150,162,30-39% bdy brn/10-19% 3d
94832,150,162,30-39% bdy brn/20-29% 3d
94833,150,162,30-39% bdy brn/30-39% 3d
94841,150,162,40-49% bdy brn/10-19% 3d
94842,150,162,40-49% bdy brn/20-29% 3d
94843,150,162,40-49% bdy brn/30-39% 3d
94844,150,162,40-49% bdy brn/40-49% 3d
94851,150,162,50-59% bdy brn/10-19% 3d
94852,150,162,50-59% bdy brn/20-29% 3d
94853,150,162,50-59% bdy brn/30-39% 3d
94854,150,162,50-59% bdy brn/40-49% 3d
94855,150,162,50-59% bdy brn/50-59% 3d
94861,150,162,60-69% bdy brn/10-19% 3d
94862,150,162,60-69% bdy brn/20-29% 3d
94863,150,162,60-69% bdy brn/30-39% 3d
94864,150,162,60-69% bdy brn/40-49% 3d
94865,150,162,60-69% bdy brn/50-59% 3d
94866,150,162,60-69% bdy brn/60-69% 3d
94871,150,162,70-79% bdy brn/10-19% 3d
94872,150,162,70-79% bdy brn/20-29% 3d
94873,150,162,70-79% bdy brn/30-39% 3d
94874,150,162,70-79% bdy brn/40-49% 3d
94875,150,162,70-79% bdy brn/50-59% 3d
94876,150,162,70-79% bdy brn/60-69% 3d
94877,150,162,70-79% bdy brn/70-79% 3d
94881,150,162,80-89% bdy brn/10-19% 3d
94882,150,162,80-89% bdy brn/20-29% 3d
94883,150,162,80-89% bdy brn/30-39% 3d
94884,150,162,80-89% bdy brn/40-49% 3d
94885,150,162,80-89% bdy brn/50-59% 3d
94886,150,162,80-89% bdy brn/60-69% 3d
94887,150,162,80-89% bdy brn/70-79% 3d
94888,150,162,80-89% bdy brn/80-89% 3d
94891,150,162,90% + bdy brn/10-19% 3rd
94892,150,162,90% + bdy brn/20-29% 3rd
94893,150,162,90% + bdy brn/30-39% 3rd
94894,150,162,90% + bdy brn/40-49% 3rd
94895,150,162,90% + bdy brn/50-59% 3rd
94896,150,162,90% + bdy brn/60-69% 3rd
94897,150,162,90% + bdy brn/70-79% 3rd
94898,150,162,90% + bdy brn/80-89% 3rd
94899,150,162,90% + bdy brn/90% + 3rd 
95200,69,72,C1-c4 spin cord inj NOS 
95201,67,70,Complete les cord/c1-c4 
95202,69,72,Anterior cord synd/c1-c4
95203,69,72,Central cord synd/c1-c4 
95204,69,72,C1-c4 spin cord inj NEC 
95205,69,72,C5-c7 spin cord inj NOS 
95206,67,70,Complete les cord/c5-c7 
95207,69,72,Anterior cord synd/c5-c7
95208,69,72,Central cord synd/c5-c7 
95209,69,72,C5-c7 spin cord inj NEC 
95210,69,72,T1-t6 spin cord inj NOS 
95211,68,71,Complete les cord/t1-t6 
95212,69,72,Anterior cord synd/t1-t6
95213,69,72,Central cord synd/t1-t6 
